Id,CreationDate,Score,ViewCount,Tags,FavoriteCount,AnswerCount
"62543","2019-11-01 19:11:12","0","","","",""
"62545","2019-11-01 19:22:59","1","","","",""
"62546","2019-11-01 19:30:42","0","","","",""
"62547","2019-11-01 19:44:09","1","16","<machine-learning><classification><regression>","","1"
"62548","2019-11-01 20:00:47","0","44","<r><missing-data>","","1"
"62549","2019-11-01 20:20:21","1","98","<python><scikit-learn><scipy>","","1"
"62550","2019-11-01 20:30:20","0","51","<machine-learning><classification><scikit-learn><feature-selection>","","1"
"62551","2019-11-01 20:45:20","3","67","<machine-learning>","","3"
"62552","2019-11-01 21:15:31","1","","","",""
"62553","2019-11-01 22:37:33","2","49","<data><data-cleaning><preprocessing><feature-scaling>","","1"
"62555","2019-11-02 00:16:29","3","","","",""
"62556","2019-11-02 00:30:31","3","55","<machine-learning><python><random-forest><decision-trees>","0","1"
"62558","2019-11-02 02:31:47","0","37","<machine-learning><loss-function><natural-language-process><language-model>","","0"
"62559","2019-11-02 04:34:17","0","","","",""
"62560","2019-11-02 05:35:45","0","","","",""
"62561","2019-11-02 07:03:21","0","14","<machine-learning><dimensionality-reduction>","","0"
"62563","2019-11-02 07:50:14","1","6","<machine-learning><bayesian><non-parametric><bayesian-nonparametric>","","0"
"62565","2019-11-02 11:09:48","1","","","",""
"62567","2019-11-02 11:25:46","3","","","",""
"62568","2019-11-02 11:38:50","0","","","",""
"62569","2019-11-02 12:48:27","0","21","<neural-network><accuracy><error-handling>","","1"
"62570","2019-11-02 13:15:16","-1","","","",""
"62571","2019-11-02 13:31:40","0","95","<neural-network><feature-selection><transfer-learning><embeddings><features>","","0"
"62572","2019-11-02 13:36:36","0","9","<machine-learning><ocr>","","0"
"62574","2019-11-02 14:59:40","0","","","",""
"62576","2019-11-02 16:34:17","0","","","",""
"62578","2019-11-02 16:51:29","0","90","<python><text-mining>","","0"
"62579","2019-11-02 16:58:39","0","13","<machine-learning><classification><statistics>","","0"
"62582","2019-11-02 19:19:41","0","37","<neural-network><deep-learning><dataset><image-preprocessing><features>","","2"
"62583","2019-11-02 20:09:44","4","251","<scikit-learn><training>","","2"
"62584","2019-11-02 20:24:05","1","29","<keras><tensorflow><cnn><gpu><colab>","","1"
"62585","2019-11-02 21:00:22","0","43","<data-mining><pandas><data-cleaning><k-nn><error-handling>","1","1"
"62586","2019-11-02 21:26:21","2","","","",""
"62587","2019-11-02 22:05:43","0","","","",""
"62588","2019-11-03 00:23:23","5","","","",""
"62589","2019-11-03 01:48:00","0","13","<neural-network><deep-learning><gradient-descent>","","0"
"62590","2019-11-03 01:50:20","0","217","<scikit-learn><pickle>","","1"
"62591","2019-11-03 02:55:22","1","","","",""
"62592","2019-11-03 03:05:26","3","42","<predictive-modeling><churn><aggregation><survival-analysis>","","1"
"62593","2019-11-03 03:21:41","0","28","<machine-learning><python><deep-learning><keras><lstm>","","0"
"62594","2019-11-03 03:29:23","1","25","<pandas><dataframe><geospatial>","","1"
"62595","2019-11-03 05:01:38","0","24","<classification>","1","0"
"62596","2019-11-03 05:15:30","0","23","<machine-learning><gradient-descent><gaussian><kernel><discriminant-analysis>","","0"
"62598","2019-11-03 06:49:58","0","19","<nlp><lstm><rnn><word-embeddings>","","0"
"62599","2019-11-03 07:14:29","0","18","<machine-learning><deep-learning><naive-bayes-classifier><generative-models>","","0"
"62600","2019-11-03 07:30:11","1","23","<machine-learning><python><predictive-modeling><machine-learning-model>","","0"
"62601","2019-11-03 08:03:40","0","","","",""
"62602","2019-11-03 09:04:09","1","","","",""
"62603","2019-11-03 09:10:50","0","","","",""
"62604","2019-11-03 09:40:20","4","","","",""
"62605","2019-11-03 10:01:03","0","9","<neural-network><classification><pytorch>","","0"
"62606","2019-11-03 10:12:01","0","","","",""
"62608","2019-11-03 11:44:22","1","","","",""
"62609","2019-11-03 11:50:46","0","","","",""
"62610","2019-11-03 12:22:08","1","","","",""
"62611","2019-11-03 17:42:34","0","","","",""
"62612","2019-11-03 18:25:00","1","31","<tensorflow>","","1"
"62613","2019-11-03 18:26:34","1","14","<machine-learning><machine-learning-model>","","0"
"62616","2019-11-03 19:57:27","1","35","<python><neural-network><keras><recommender-system><embeddings>","","0"
"62617","2019-11-03 20:59:44","1","31","<forecasting><time>","","0"
"62619","2019-11-04 00:52:45","1","","","",""
"62620","2019-11-04 01:01:54","0","","","",""
"62622","2019-11-04 03:05:37","0","39","<keras><tensorflow><loss-function><numpy>","","0"
"62623","2019-11-04 03:08:08","0","71","<machine-learning><classification><multilabel-classification>","","3"
"62624","2019-11-04 03:15:54","1","26","<dataset><visualization><graphs>","","1"
"62627","2019-11-04 04:50:55","0","23","<deep-learning><convnet><pytorch><data-augmentation>","","0"
"62628","2019-11-04 05:10:24","0","25","<python><logistic-regression><gradient-descent>","","1"
"62629","2019-11-04 05:13:28","2","","","",""
"62630","2019-11-04 05:27:49","0","23","<data-analysis>","","1"
"62631","2019-11-04 05:39:47","0","","","",""
"62632","2019-11-04 06:11:11","0","","","",""
"62633","2019-11-04 06:18:28","1","","","",""
"62634","2019-11-04 06:37:49","0","228","<xgboost><multilabel-classification>","","0"
"62636","2019-11-04 07:18:37","0","","","",""
"62637","2019-11-04 08:33:46","0","","","",""
"62638","2019-11-04 08:46:37","0","44","<neural-network><sequence-to-sequence><nlg>","","0"
"62640","2019-11-04 10:47:03","1","35","<machine-learning><feature-selection><model-selection>","","1"
"62642","2019-11-04 11:24:38","0","","","",""
"62645","2019-11-04 12:03:16","0","59","<cross-validation><overfitting><sampling>","","1"
"62646","2019-11-04 12:16:40","0","","","",""
"62647","2019-11-04 12:23:37","0","","","",""
"62648","2019-11-04 12:34:13","0","","","",""
"62649","2019-11-04 12:55:42","3","143","<svm><proximal-svm><least-squares-svm>","","2"
"62650","2019-11-04 12:56:24","1","","","",""
"62651","2019-11-04 13:17:35","1","39","<machine-learning><python><neural-network><keras><mathematics>","","1"
"62652","2019-11-04 13:36:20","1","","","",""
"62653","2019-11-04 13:58:34","0","163","<python><keras><tensorflow><machine-learning-model><colab>","","0"
"62654","2019-11-04 14:10:09","0","","","",""
"62655","2019-11-04 14:12:09","0","40","<machine-learning>","","1"
"62657","2019-11-04 15:00:09","1","16","<python><classification><nlp><word2vec>","","1"
"62658","2019-11-04 15:22:32","8","3170","<tensorflow><nlp><pytorch><bert>","5","4"
"62659","2019-11-04 15:41:45","0","","","",""
"62660","2019-11-04 15:44:58","0","16","<deep-learning><yolo>","","0"
"57847","2019-08-20 07:42:36","0","","","",""
"57848","2019-08-20 08:13:06","0","","","",""
"57849","2019-08-20 08:30:11","1","","","",""
"57850","2019-08-20 08:31:20","0","35","<matlab><explainable-ai>","","0"
"57851","2019-08-20 08:36:15","0","20","<dataset><data-cleaning><training>","","1"
"57852","2019-08-20 08:43:49","2","46","<classification><cnn><lstm>","1","0"
"57853","2019-08-20 08:50:35","0","649","<python><matplotlib>","","1"
"57854","2019-08-20 09:01:52","1","","","",""
"57855","2019-08-20 09:16:20","3","","","",""
"57856","2019-08-20 09:20:43","1","","","",""
"57857","2019-08-20 09:24:47","0","36","<data-cleaning>","","1"
"57858","2019-08-20 09:26:50","2","","","",""
"57859","2019-08-20 09:31:05","0","","","",""
"57860","2019-08-20 09:36:51","0","","","",""
"57861","2019-08-20 09:55:10","2","146","<nlp>","","3"
"57862","2019-08-20 10:08:49","1","","","",""
"57863","2019-08-20 10:44:09","0","284","<scikit-learn><svm>","1","1"
"57864","2019-08-20 10:49:41","3","","","",""
"57866","2019-08-20 11:17:40","2","59","<classification><scikit-learn><boosting>","","1"
"57867","2019-08-20 11:51:06","1","","","",""
"57868","2019-08-20 11:56:54","1","","","",""
"57869","2019-08-20 12:00:49","0","","","",""
"57870","2019-08-20 12:09:43","1","","","",""
"57871","2019-08-20 12:16:00","0","","","",""
"57872","2019-08-20 12:20:15","0","","","",""
"57873","2019-08-20 12:20:18","1","","","",""
"57874","2019-08-20 12:22:24","2","","","",""
"57875","2019-08-20 12:29:20","1","27","<machine-learning><topic-model><lda><gensim>","2","1"
"57876","2019-08-20 12:32:45","0","87","<python><pandas><matlab><matplotlib>","","1"
"57877","2019-08-20 13:15:28","0","","","",""
"57878","2019-08-20 13:18:53","2","179","<machine-learning><python><tensorflow>","","1"
"57879","2019-08-20 13:37:53","0","18","<pandas><apache-hadoop><pyspark><sql>","","0"
"57880","2019-08-20 13:42:55","2","","","",""
"57882","2019-08-20 14:03:49","2","193","<training><class-imbalance>","","2"
"57883","2019-08-20 14:11:34","2","30","<keras><tensorflow><accuracy><epochs>","","1"
"57884","2019-08-20 14:14:19","1","","","",""
"57885","2019-08-20 14:18:03","0","","","",""
"57886","2019-08-20 14:27:44","1","","","",""
"57887","2019-08-20 14:51:16","0","","","",""
"57889","2019-08-20 15:18:15","0","11","<machine-learning><image-classification><gan><image-preprocessing>","","0"
"57890","2019-08-20 15:24:24","1","27","<nlp><text-mining><tfidf>","","1"
"57892","2019-08-20 16:01:46","0","","","",""
"57894","2019-08-20 16:11:37","0","","","",""
"57895","2019-08-20 16:14:56","0","12","<machine-learning><machine-learning-model><unsupervised-learning><supervised-learning><semi-supervised-learning>","","0"
"57896","2019-08-20 16:22:20","2","","","",""
"57898","2019-08-20 16:35:31","0","16","<machine-learning><logistic-regression><data-analysis>","","0"
"57899","2019-08-20 16:58:01","0","12","<machine-learning><recommender-system><matrix-factorisation>","","0"
"57900","2019-08-20 17:52:26","1","60","<machine-learning><bigdata><sequential-pattern-mining>","","0"
"57901","2019-08-20 18:27:27","0","","","",""
"57902","2019-08-20 18:27:44","1","182","<classification><cross-validation><class-imbalance>","","1"
"57903","2019-08-20 18:41:48","1","","","",""
"57904","2019-08-20 19:51:30","2","","","",""
"57905","2019-08-20 20:05:07","4","1057","<classification><decision-trees><xgboost><boosting>","2","1"
"57906","2019-08-20 20:07:18","1","125","<keras><time-series><lstm><rnn>","","1"
"57908","2019-08-20 21:20:54","1","","","",""
"57909","2019-08-20 21:48:32","0","24","<python><tensorflow><reinforcement-learning>","","0"
"57910","2019-08-20 22:02:42","2","42","<data-mining><sentiment-analysis><social-network-analysis>","","1"
"57911","2019-08-20 22:05:02","0","400","<time-series><clustering>","1","1"
"57912","2019-08-20 22:19:30","1","43","<time-series><statistics><similarity><correlation><simulation>","","2"
"57913","2019-08-20 23:05:32","0","","","",""
"57914","2019-08-21 01:31:40","0","","","",""
"57915","2019-08-21 02:00:33","1","","","",""
"57916","2019-08-21 03:35:07","3","58","<statistics>","","0"
"57917","2019-08-21 03:54:53","1","49","<multiclass-classification><unbalanced-classes>","1","1"
"57918","2019-08-21 04:27:17","0","19","<data-mining><bigdata><sampling><data-analysis><aggregation>","","0"
"57919","2019-08-21 04:33:48","0","15","<neural-network>","","0"
"57920","2019-08-21 05:42:16","0","23","<machine-learning><svm>","","0"
"57921","2019-08-21 06:27:03","0","15","<machine-learning><svm>","","0"
"57922","2019-08-21 06:30:25","1","55","<python><scikit-learn><hyperparameter-tuning><grid-search><gridsearchcv>","","1"
"57923","2019-08-21 06:37:11","0","13","<deep-learning><predictive-modeling><image-classification>","","1"
"57924","2019-08-21 06:45:04","2","244","<predictive-modeling><pandas><class-imbalance><pipelines><imbalanced-learn>","","1"
"57925","2019-08-21 06:49:19","1","","","",""
"57926","2019-08-21 06:55:00","0","","","",""
"57927","2019-08-21 06:56:51","0","31","<machine-learning><decision-trees>","","1"
"57928","2019-08-21 07:21:07","0","25","<machine-learning><deep-learning><word2vec><word-embeddings><natural-language-process>","","1"
"57929","2019-08-21 07:23:03","0","27","<machine-learning><decision-trees>","","1"
"57930","2019-08-21 07:28:53","1","","","",""
"57931","2019-08-21 07:37:11","1","51","<machine-learning><python><pytorch><object-detection><faster-rcnn>","0","0"
"57932","2019-08-21 07:37:38","0","","","",""
"57933","2019-08-21 08:02:04","0","","","",""
"57934","2019-08-21 08:09:57","1","100","<python>","","1"
"57935","2019-08-21 08:22:00","1","","","",""
"57936","2019-08-21 08:29:01","0","","","",""
"57937","2019-08-21 08:29:31","1","","","",""
"57938","2019-08-21 08:41:01","1","","","",""
"57940","2019-08-21 08:53:48","0","22","<neural-network><deep-learning><lstm><recurrent-neural-net>","","0"
"57941","2019-08-21 09:19:58","0","22","<r>","","0"
"57942","2019-08-21 09:21:31","0","","","",""
"57945","2019-08-21 09:49:14","0","123","<scikit-learn><grid-search><gridsearchcv>","","1"
"57946","2019-08-21 09:55:35","3","","","",""
"57947","2019-08-21 10:15:52","0","107","<machine-learning><deep-learning><nlp><cnn><rnn>","2","1"
"57948","2019-08-21 10:40:45","0","50","<python><markov-process><markov-hidden-model><expectation-maximization>","","0"
"57949","2019-08-21 10:51:21","0","10","<neural-network><deep-learning><keras><audio-recognition>","","0"
"57950","2019-08-21 11:01:35","0","","","",""
"57951","2019-08-21 11:17:25","1","","","",""
"57952","2019-08-21 11:28:02","2","192","<deep-learning><convnet><visualization><pytorch>","","1"
"57953","2019-08-21 11:30:23","0","144","<machine-learning><python><classification><normalization>","","4"
"57955","2019-08-21 11:51:56","1","","","",""
"57956","2019-08-21 12:25:02","0","","","",""
"57957","2019-08-21 12:32:25","3","","","",""
"57958","2019-08-21 12:40:25","2","","","",""
"54245","2019-06-21 19:26:27","0","109","<python><xgboost>","","0"
"54248","2019-06-21 19:56:44","0","","","",""
"54249","2019-06-21 20:08:49","0","","","",""
"54251","2019-06-21 20:28:36","4","","","",""
"54252","2019-06-21 20:49:06","0","44","<tensorflow>","","0"
"54253","2019-06-21 20:51:03","2","","","",""
"54254","2019-06-21 20:52:54","0","","","",""
"54255","2019-06-21 21:38:32","0","","","",""
"54256","2019-06-21 21:55:54","5","","","",""
"54257","2019-06-21 22:02:45","1","34","<nlp><dataset>","","2"
"54258","2019-06-21 22:35:56","2","2002","<keras><cnn><activation-function>","","1"
"54259","2019-06-21 22:44:19","0","18","<statistics>","","1"
"54260","2019-06-21 23:44:48","2","479","<scikit-learn><preprocessing>","1","3"
"54263","2019-06-22 00:24:56","0","35","<machine-learning>","","1"
"54264","2019-06-22 00:39:35","1","","","",""
"54266","2019-06-22 02:05:39","0","11","<natural-language-process><search><vector-space-models><ngrams>","","0"
"54269","2019-06-22 05:32:52","2","","","",""
"54270","2019-06-22 06:03:31","1","40","<time-series>","","0"
"54271","2019-06-22 07:20:09","0","","","",""
"54272","2019-06-22 07:36:07","3","","","",""
"54273","2019-06-22 07:49:47","5","118","<python><keras><convnet>","1","3"
"54274","2019-06-22 07:52:51","2","","","",""
"54276","2019-06-22 08:10:13","4","","","",""
"54277","2019-06-22 08:23:30","1","209","<machine-learning><reinforcement-learning><q-learning>","","2"
"54278","2019-06-22 08:51:28","0","22","<machine-learning><neural-network><classification><dataset><matlab>","","0"
"54279","2019-06-22 09:04:54","1","66","<machine-learning><data-mining><machine-learning-model>","","0"
"54280","2019-06-22 09:33:57","1","426","<machine-learning><scikit-learn><collinearity>","","2"
"54281","2019-06-22 10:32:55","3","101","<machine-learning><svm><regularization><hinge-loss>","","2"
"54282","2019-06-22 10:44:58","0","","","",""
"54283","2019-06-22 10:48:39","1","","","",""
"54284","2019-06-22 11:24:42","0","","","",""
"54287","2019-06-22 12:18:02","0","","","",""
"54288","2019-06-22 13:11:58","0","85","<classification><keras><predictive-modeling><lstm><multiclass-classification>","","2"
"54289","2019-06-22 13:51:39","4","155","<scikit-learn><linear-regression>","1","3"
"54290","2019-06-22 13:53:53","0","","","",""
"54292","2019-06-22 14:12:40","1","320","<neural-network><autoencoder><dimensionality-reduction>","","1"
"54293","2019-06-22 15:08:00","1","98","<neural-network><deep-learning><keras><convnet><image-classification>","","1"
"54294","2019-06-22 15:32:04","1","","","",""
"54295","2019-06-22 16:22:39","1","","","",""
"54296","2019-06-22 16:48:46","5","916","<normalization>","3","4"
"54297","2019-06-22 16:53:24","0","","","",""
"54298","2019-06-22 17:01:05","-4","","","",""
"54299","2019-06-22 17:16:59","1","","","",""
"54301","2019-06-22 18:25:05","0","","","",""
"54303","2019-06-22 18:41:15","1","","","",""
"54304","2019-06-22 19:06:46","0","","","",""
"54306","2019-06-22 19:34:13","0","889","<deep-learning><keras><cnn><object-detection><transfer-learning>","","0"
"54307","2019-06-22 20:22:13","0","42","<machine-learning><keras><game>","","0"
"54313","2019-06-23 01:25:13","0","243","<neural-network><distribution><gaussian><openai-gym><actor-critic>","","1"
"54314","2019-06-23 01:49:40","1","","","",""
"54315","2019-06-23 02:44:03","0","137","<pytorch><image-preprocessing>","","0"
"54316","2019-06-23 03:44:17","0","13","<machine-learning><object-detection>","","0"
"54317","2019-06-23 04:27:11","0","72","<tensorflow><pytorch><bert>","","0"
"54318","2019-06-23 04:58:54","0","9","<preprocessing><pca>","","0"
"54319","2019-06-23 05:23:02","1","","","",""
"54320","2019-06-23 06:19:42","0","43","<python><keras><convnet>","","1"
"54321","2019-06-23 07:53:39","0","19","<text-mining><probability>","","0"
"54322","2019-06-23 09:16:28","0","40","<machine-learning><deep-learning><rnn><gradient-descent><recurrent-neural-net>","","0"
"54323","2019-06-23 09:18:46","1","","","",""
"54324","2019-06-23 09:25:55","1","","","",""
"54326","2019-06-23 10:14:40","2","","","",""
"54327","2019-06-23 10:28:49","0","63","<deep-learning><training><recurrent-neural-net>","","3"
"54328","2019-06-23 11:15:52","0","","","",""
"54329","2019-06-23 11:18:15","0","","","",""
"54330","2019-06-23 11:20:34","0","108","<classification><autoencoder><encoding>","1","1"
"54331","2019-06-23 11:41:47","0","","","",""
"54332","2019-06-23 11:43:33","1","158","<nltk><cosine-distance>","","1"
"54333","2019-06-23 12:09:50","1","58","<one-shot-learning>","","1"
"54337","2019-06-23 15:55:00","2","24","<machine-learning><svm>","","1"
"54338","2019-06-23 16:08:27","2","","","",""
"54341","2019-06-23 17:30:18","0","127","<clustering><data-cleaning>","1","2"
"54343","2019-06-23 18:12:53","0","28","<r><data-cleaning>","","1"
"54344","2019-06-23 18:20:31","1","","","",""
"54345","2019-06-23 19:25:54","0","","","",""
"54346","2019-06-23 19:56:45","2","233","<machine-learning><probability>","1","1"
"54347","2019-06-23 20:25:34","0","26","<machine-learning><svm>","","0"
"54348","2019-06-23 21:43:40","2","","","",""
"54349","2019-06-23 22:18:28","1","","","",""
"54350","2019-06-23 22:40:50","0","84","<r><clustering><matrix>","","0"
"54351","2019-06-23 23:30:22","0","34","<machine-learning><python><time-series><prediction>","","1"
"54352","2019-06-23 23:38:37","0","67","<predictive-modeling>","1","3"
"54353","2019-06-24 00:09:51","0","14","<cnn><plotting><matplotlib>","","0"
"54354","2019-06-24 00:52:25","1","","","",""
"54357","2019-06-24 01:32:08","0","","","",""
"54358","2019-06-24 01:44:40","1","","","",""
"54359","2019-06-24 01:50:48","0","71","<deep-learning><lstm><finance>","","0"
"54360","2019-06-24 03:18:01","0","","","",""
"54361","2019-06-24 03:21:13","0","","","",""
"54363","2019-06-24 04:33:38","0","29","<representation>","","1"
"54364","2019-06-24 06:09:15","0","35","<machine-learning><python><neural-network><backpropagation>","","1"
"54365","2019-06-24 06:29:01","0","","","",""
"54366","2019-06-24 06:38:54","0","21","<nlp><word-embeddings>","","0"
"54367","2019-06-24 07:31:58","0","21","<machine-learning><python><deep-learning><nlp><autoencoder>","","0"
"54369","2019-06-24 08:31:54","2","92","<machine-learning><deep-learning><supervised-learning><gan>","","1"
"54370","2019-06-24 08:41:17","1","42","<text-mining><natural-language-process><sentiment-analysis>","","1"
"54371","2019-06-24 08:52:21","0","","","",""
"54373","2019-06-24 09:20:21","1","","","",""
"54374","2019-06-24 09:33:19","1","1353","<python><time-series><excel>","","1"
"54375","2019-06-24 09:38:16","0","12","<machine-learning><convergence><weight-initialization>","","0"
"54376","2019-06-24 09:44:46","6","","","",""
"54377","2019-06-24 09:53:27","1","122","<machine-learning><python><data-mining><numpy><normalization>","2","1"
"54378","2019-06-24 09:56:38","6","","","",""
"54379","2019-06-24 10:02:17","0","69","<deep-learning><keras><loss-function><metric>","","1"
"54380","2019-06-24 10:26:54","0","12","<deep-learning><lstm><rnn>","","0"
"41886","2018-11-30 06:54:39","0","","","",""
"41888","2018-11-30 07:55:41","2","","","",""
"41889","2018-11-30 09:08:53","1","58","<machine-learning><nlp>","","1"
"41890","2018-11-30 09:29:31","0","","","",""
"41891","2018-11-30 09:33:32","1","","","",""
"41892","2018-11-30 10:04:28","0","265","<neural-network><lstm><rnn>","","2"
"41893","2018-11-30 10:07:48","1","","","",""
"41894","2018-11-30 10:26:49","0","569","<python><scikit-learn><decision-trees><multiclass-classification><multilabel-classification>","","1"
"41895","2018-11-30 10:52:13","0","","","",""
"41896","2018-11-30 11:04:07","1","","","",""
"41897","2018-11-30 11:05:31","1","","","",""
"41898","2018-11-30 12:13:01","1","168","<machine-learning><data-mining><tensorflow><data-cleaning><audio-recognition>","","1"
"41899","2018-11-30 12:28:04","0","1376","<machine-learning><r><training>","","1"
"41900","2018-11-30 12:50:38","1","","","",""
"41903","2018-11-30 14:08:32","1","","","",""
"41904","2018-11-30 14:12:05","3","319","<machine-learning><cnn>","","1"
"41905","2018-11-30 14:15:24","3","","","",""
"41906","2018-11-30 14:21:23","1","","","",""
"41907","2018-11-30 14:36:56","5","677","<feature-selection><decision-trees><xgboost><machine-learning-model><gbm>","3","2"
"41908","2018-11-30 14:40:32","1","","","",""
"41912","2018-11-30 15:49:30","1","","","",""
"41913","2018-11-30 16:05:39","0","","","",""
