Id,CreationDate,Score,ViewCount,Tags,FavoriteCount,AnswerCount
"6748","2015-08-10 18:45:08","2","94","<r><time-series><visualization>","","0"
"6750","2015-08-11 02:15:24","4","3824","<machine-learning><bigdata><algorithms><decision-trees>","1","3"
"6751","2015-08-11 05:04:52","5","3978","<machine-learning><nlp><deep-learning><word-embeddings>","3","2"
"6752","2015-08-11 06:40:58","9","","","",""
"6754","2015-08-11 09:20:53","1","","","",""
"6755","2015-08-11 09:25:24","2","","","",""
"6756","2015-08-11 10:19:02","2","","","",""
"6757","2015-08-11 11:01:44","1","","","",""
"6758","2015-08-11 12:14:32","0","","","",""
"6759","2015-08-11 12:22:01","2","","","",""
"6760","2015-08-11 09:26:26","1","311","<nlp><topic-model>","","2"
"33064","2018-06-13 07:01:38","1","","","",""
"33065","2018-06-13 07:13:04","2","","","",""
"33067","2018-06-13 07:40:26","3","","","",""
"33069","2018-06-13 08:07:19","1","","","",""
"33071","2018-06-13 08:49:10","1","6","<python>","","0"
"33072","2018-06-13 09:28:20","0","331","<machine-learning><python><preprocessing><numpy>","","1"
"33073","2018-06-13 10:12:40","1","","","",""
"33075","2018-06-13 11:09:03","25","","","",""
"33076","2018-06-13 11:18:12","5","9694","<classification><data-mining><data-cleaning><unbalanced-classes>","3","3"
"33078","2018-06-13 11:52:47","8","","","",""
"33079","2018-06-13 12:04:02","3","51","<neural-network>","","2"
"33080","2018-06-13 12:16:00","0","","","",""
"33081","2018-06-13 12:20:34","2","1321","<clustering>","1","2"
"33084","2018-06-13 12:31:08","2","5085","<machine-learning><deep-learning>","","2"
"33085","2018-06-13 12:31:43","2","","","",""
"33086","2018-06-13 12:49:02","14","","","",""
"33087","2018-06-13 13:04:00","2","","","",""
"33088","2018-06-13 13:07:04","1","","","",""
"33092","2018-06-13 14:04:44","0","22","<variance><glorot-initialization>","0","1"
"33093","2018-06-13 14:37:20","0","","","",""
"33095","2018-06-13 14:57:43","1","101","<machine-learning><neural-network><gradient-descent><cost-function>","","2"
"33096","2018-06-13 15:06:57","3","","","",""
"33097","2018-06-13 15:10:38","1","","","",""
"33098","2018-06-13 16:19:36","1","40","<classification><xgboost><predictor-importance>","","2"
"33099","2018-06-13 16:44:42","0","2099","<deep-learning><classification><time-series><lstm><anomaly-detection>","","4"
"33100","2018-06-13 17:00:32","1","795","<python><neural-network><keras><visualization>","","1"
"33101","2018-06-13 17:10:01","0","","","",""
"33102","2018-06-13 17:15:19","1","","","",""
"33103","2018-06-13 17:55:15","1","","","",""
"33104","2018-06-13 18:27:11","1","","","",""
"33105","2018-06-13 18:37:10","0","5948","<machine-learning><data-mining><decision-trees><data><pca>","","3"
"33106","2018-06-13 18:50:50","0","91","<image-classification><cnn><cross-validation><convolution>","","2"
"33109","2018-06-13 19:40:15","1","","","",""
"33110","2018-06-13 19:45:15","2","1967","<sentiment-analysis><tfidf>","","1"
"33111","2018-06-13 20:11:25","2","62","<deep-learning><keras>","","1"
"33112","2018-06-13 20:17:57","1","","","",""
"33113","2018-06-13 21:07:47","2","","","",""
"33114","2018-06-13 21:13:06","2","445","<deep-learning><cnn>","","1"
"33115","2018-06-13 21:45:24","3","","","",""
"33117","2018-06-13 22:07:27","10","1497","<logistic-regression><feature-engineering><feature-construction>","2","4"
"33118","2018-06-13 22:07:32","1","","","",""
"33119","2018-06-13 22:14:14","0","","","",""
"33120","2018-06-13 22:24:51","6","","","",""
"33121","2018-06-13 22:35:04","1","","","",""
"33122","2018-06-13 22:48:51","0","","","",""
"33123","2018-06-13 23:15:31","4","","","",""
"33124","2018-06-13 23:20:12","0","","","",""
"33125","2018-06-13 23:26:31","0","","","",""
"33130","2018-06-14 02:33:58","7","","","",""
"33131","2018-06-14 03:09:06","1","","","",""
"33133","2018-06-14 06:16:11","3","491","<machine-learning><clustering><k-means>","2","2"
"33134","2018-06-14 06:20:33","1","","","",""
"33135","2018-06-14 06:31:15","2","1319","<dataset><object-detection>","","1"
"33136","2018-06-14 06:43:29","1","","","",""
"33138","2018-06-14 06:49:27","2","","","",""
"33139","2018-06-14 08:21:57","1","","","",""
"33140","2018-06-14 08:48:19","5","423","<machine-learning><regression><cross-validation>","","1"
"33141","2018-06-14 08:49:34","1","","","",""
"33142","2018-06-14 10:00:58","1","","","",""
"33143","2018-06-14 10:01:36","1","71","<neural-network><regression><lstm>","","1"
"33145","2018-06-14 11:17:06","2","6676","<keras><image-classification><cnn>","","1"
"33146","2018-06-14 11:48:05","3","","","",""
"33147","2018-06-14 11:53:46","2","792","<python><regression><linear-regression>","1","2"
"33149","2018-06-14 12:09:03","3","","","",""
"33150","2018-06-14 12:42:32","2","","","",""
"33151","2018-06-14 12:47:44","4","36","<nlp><stanford-nlp>","1","1"
"33153","2018-06-14 13:34:11","0","65","<time-series><algorithms><prediction>","","2"
"33154","2018-06-14 13:56:00","0","","","",""
"33155","2018-06-14 13:58:57","0","","","",""
"33156","2018-06-14 14:04:01","0","","","",""
"33158","2018-06-14 14:48:15","10","419","<xgboost>","5","3"
"33159","2018-06-14 14:54:07","2","1154","<python><scikit-learn><regex><ngrams><tokenization>","1","1"
"33160","2018-06-14 15:10:58","1","42","<data-mining><data-analysis>","","1"
"33161","2018-06-14 15:42:09","3","","","",""
"33162","2018-06-14 15:47:31","1","","","",""
"33164","2018-06-14 16:06:38","9","","","",""
"33167","2018-06-14 18:31:43","7","","","",""
"33170","2018-06-14 20:18:40","3","3430","<machine-learning><classification><xgboost>","1","1"
"33171","2018-06-14 20:35:18","1","8010","<python><pandas><dataframe>","3","1"
"33172","2018-06-14 20:44:07","4","1204","<machine-learning><linear-regression><optimization><gradient-descent>","1","2"
"33174","2018-06-14 20:56:44","1","41","<distance>","","1"
"33175","2018-06-14 21:10:52","1","","","",""
"33176","2018-06-14 21:39:05","3","","","",""
"33177","2018-06-14 21:54:26","3","","","",""
"33178","2018-06-14 22:49:25","1","115","<distance>","","1"
"33179","2018-06-14 22:56:14","1","70","<image-recognition><aws><ocr>","","1"
"33180","2018-06-15 00:50:28","1","","","",""
"33181","2018-06-15 01:15:14","2","","","",""
"33182","2018-06-15 01:45:13","1","99","<python><image-classification><image-recognition><distance><k-nn>","","0"
"24301","2017-11-02 17:10:10","2","","","",""
"24302","2017-11-02 18:08:53","0","","","",""
"24303","2017-11-02 18:30:08","2","2424","<python><scikit-learn><decision-trees>","","1"
"24304","2017-11-02 20:19:58","2","47","<dataset><bigdata><algorithms><data-cleaning>","","0"
"24310","2017-11-03 09:06:26","0","592","<nlp><dataset><training>","","1"
"24311","2017-11-03 11:01:54","1","","","",""
"24312","2017-11-03 11:03:34","1","133","<deep-learning><notation><activation-function>","","1"
"24314","2017-11-03 12:05:17","1","","","",""
"24315","2017-11-03 12:22:02","1","507","<scikit-learn><classifier>","1","2"
"24317","2017-11-03 12:41:17","0","","","",""
"24318","2017-11-03 12:41:17","0","","","",""
"24319","2017-11-03 12:41:54","27","31486","<machine-learning><neural-network><deep-learning><cloud-computing>","25","7"
"24320","2017-11-03 13:08:48","1","515","<machine-learning><r><data-mining><regression>","","2"
"24321","2017-11-03 13:17:28","19","","","",""
"24322","2017-11-03 14:36:08","1","18","<machine-learning><logistic-regression>","","0"
"24323","2017-11-03 15:05:54","3","52","<machine-learning><classification><cross-validation><class-imbalance>","","1"
"24324","2017-11-03 15:50:50","2","2906","<svm><k-means>","3","1"
"24325","2017-11-03 16:03:04","3","","","",""
"24327","2017-11-03 16:56:19","3","399","<neural-network><tensorflow><convolution><autoencoder>","1","1"
"24328","2017-11-03 17:11:27","0","32","<regression><data>","","1"
"24330","2017-11-03 17:53:56","1","632","<keras><rnn>","1","1"
"24331","2017-11-03 17:58:37","1","","","",""
"24332","2017-11-03 18:34:59","1","","","",""
"24333","2017-11-03 21:02:34","4","","","",""
"24334","2017-11-03 21:13:02","0","","","",""
"24335","2017-11-03 21:19:00","5","3459","<machine-learning><svm>","","1"
"24336","2017-11-03 21:20:28","1","","","",""
"24337","2017-11-03 21:26:09","1","","","",""
"24338","2017-11-03 21:34:44","2","","","",""
"24339","2017-11-03 21:45:09","15","16128","<classification><data><decision-trees>","2","1"
"24341","2017-11-03 22:07:29","3","","","",""
"24342","2017-11-03 22:18:45","18","","","",""
"24344","2017-11-04 04:50:50","1","","","",""
"24345","2017-11-04 05:49:17","2","","","",""
"24347","2017-11-04 07:21:49","6","","","",""
"24348","2017-11-04 10:11:52","2","","","",""
"24351","2017-11-04 12:56:01","1","201","<machine-learning><statistics><homework>","","1"
"24352","2017-11-04 13:49:05","3","2583","<distribution><gaussian>","2","2"
"24353","2017-11-04 14:10:18","4","","","",""
"24357","2017-11-04 16:59:22","2","","","",""
"24358","2017-11-04 17:18:31","6","","","",""
"24360","2017-11-04 18:00:30","1","","","",""
"24361","2017-11-04 18:03:48","3","","","",""
"24362","2017-11-04 19:41:59","7","","","",""
"24363","2017-11-04 20:37:03","1","293","<machine-learning><python><scikit-learn><preprocessing><numpy>","1","2"
"24365","2017-11-05 04:34:58","3","","","",""
"24366","2017-11-05 09:04:17","0","","","",""
"24368","2017-11-05 12:56:47","1","","","",""
"24369","2017-11-05 13:02:58","1","76","<machine-learning><ensemble-modeling>","","2"
"24370","2017-11-05 14:02:42","1","3696","<similarity><information-retrieval><ranking><cosine-distance><similar-documents>","","1"
"24372","2017-11-05 15:33:20","2","565","<machine-learning><classification>","","1"
"24374","2017-11-05 16:52:31","0","","","",""
"24375","2017-11-05 17:45:12","0","","","",""
"24376","2017-11-05 17:46:21","5","9032","<machine-learning><scikit-learn><pandas>","","1"
"24377","2017-11-05 18:49:50","1","","","",""
"24379","2017-11-05 22:02:09","3","197","<data-mining><clustering>","2","3"
"24380","2017-11-05 22:42:07","3","2901","<clustering><k-means>","","3"
"24382","2017-11-05 22:55:12","4","","","",""
"24384","2017-11-05 23:45:18","2","","","",""
"24385","2017-11-05 23:59:08","1","","","",""
"24386","2017-11-06 00:28:25","1","888","<classification><predictive-modeling><random-forest><missing-data>","","0"
"24388","2017-11-06 02:52:45","1","","","",""
"24389","2017-11-06 04:16:15","0","","","",""
"24392","2017-11-06 06:15:29","12","2498","<classification><dataset><sampling><class-imbalance>","4","2"
"24393","2017-11-06 06:48:29","8","","","",""
"24394","2017-11-06 07:48:51","2","","","",""
"24396","2017-11-06 08:16:36","0","1220","<python><recommender-system>","","1"
"24397","2017-11-06 08:24:09","11","","","",""
"24399","2017-11-06 09:46:01","4","","","",""
"24400","2017-11-06 09:47:21","1","66","<logistic-regression><glm><class-imbalance>","","1"
"24401","2017-11-06 10:21:24","2","59","<deep-learning><nlp>","","2"
"24402","2017-11-06 11:03:51","3","2343","<python><nlp><similarity><text><gensim>","4","1"
"24403","2017-11-06 12:16:39","12","8353","<machine-learning><deep-learning><time-series><prediction><lstm>","6","4"
"24404","2017-11-06 12:47:08","8","","","",""
"24405","2017-11-06 12:58:58","9","28739","<machine-learning><scikit-learn><regression><feature-selection><linear-regression>","7","1"
"24408","2017-11-06 14:36:45","1","1027","<regression><unbalanced-classes><normalization><class-imbalance>","1","2"
"24410","2017-11-06 15:57:23","1","","","",""
"24411","2017-11-06 17:04:12","1","","","",""
"24412","2017-11-06 17:31:57","1","1307","<word2vec><word-embeddings><autoencoder>","","0"
"24413","2017-11-06 17:43:14","2","","","",""
"24414","2017-11-06 18:25:24","3","402","<reinforcement-learning>","","1"
"24417","2017-11-06 19:51:59","2","2729","<pytorch><torch>","1","1"
"24418","2017-11-06 19:58:32","7","","","",""
"38243","2018-09-14 07:43:34","0","","","",""
"38244","2018-09-14 08:15:52","3","76","<python><keras><accuracy>","","1"
"38245","2018-09-14 08:24:25","1","","","",""
"38247","2018-09-14 08:40:24","0","","","",""
"38248","2018-09-14 08:46:04","0","","","",""
"38249","2018-09-14 08:49:32","0","","","",""
"38250","2018-09-14 08:52:07","0","","","",""
"38251","2018-09-14 08:52:45","1","","","",""
"38252","2018-09-14 08:59:32","1","","","",""
"38253","2018-09-14 09:18:32","1","92","<machine-learning><cross-validation><pca><smote>","0","0"
"38254","2018-09-14 09:38:42","0","","","",""
"38256","2018-09-14 10:10:06","1","630","<clustering><k-means><distance>","","2"
"38257","2018-09-14 10:50:29","0","","","",""
"38258","2018-09-14 11:00:11","1","106","<machine-learning><neural-network><linear-regression><logistic-regression><loss-function>","1","2"
"38259","2018-09-14 11:23:47","6","","","",""
"38260","2018-09-14 11:28:36","2","47","<machine-learning><neural-network><deep-learning><keras>","","0"
"38261","2018-09-14 11:45:47","1","41","<statistics>","","0"
"38262","2018-09-14 13:11:28","1","1380","<keras><tensorflow><computer-vision>","","1"
"38263","2018-09-14 15:25:26","0","","","",""
"38264","2018-09-14 15:33:02","4","720","<visualization><javascript>","5","1"
"38265","2018-09-14 15:40:07","0","","","",""
"38266","2018-09-14 16:43:58","0","","","",""
"38267","2018-09-14 17:12:06","5","1187","<machine-learning><python><scikit-learn><pandas>","","2"
"38268","2018-09-14 17:26:23","1","","","",""
"38269","2018-09-14 17:53:43","2","","","",""
"38270","2018-09-14 18:00:21","1","10","<decision-trees><encoding><classifier>","","0"
"38271","2018-09-14 18:25:06","3","172","<dimensionality-reduction>","","0"
"38273","2018-09-14 19:23:01","0","","","",""
"38274","2018-09-14 19:26:41","3","43","<neural-network><predictive-modeling><lstm><rnn>","1","1"
"38275","2018-09-14 20:07:07","1","38","<neural-network><classification><clustering><regression>","","0"
"38276","2018-09-14 21:28:14","0","","","",""
"38277","2018-09-14 21:33:53","1","23","<recommender-system><similarity><cosine-distance><vector-space-models>","","0"
"38279","2018-09-15 02:55:57","0","","","",""
"38280","2018-09-15 05:57:53","2","1081","<keras><tensorflow>","1","0"
"38281","2018-09-15 07:42:10","0","","","",""
"38282","2018-09-15 07:55:41","1","","","",""
"38284","2018-09-15 12:32:59","1","68","<machine-learning><python><tensorflow>","","1"
"38286","2018-09-15 14:12:03","7","128","<machine-learning><neural-network><convnet><image-classification><computer-vision>","4","2"
"38288","2018-09-15 15:04:30","0","","","",""
"38289","2018-09-15 15:28:24","1","","","",""
"38291","2018-09-15 16:08:43","1","231","<machine-learning><regression><logistic-regression>","","1"
"38293","2018-09-15 16:29:17","1","","","",""
"38294","2018-09-15 17:40:00","2","396","<neural-network><keras><mlp>","","2"
"38295","2018-09-15 18:05:55","1","383","<python><pandas><dataframe>","","1"
"38296","2018-09-15 18:08:14","1","","","",""
"38297","2018-09-15 18:23:43","2","","","",""
"38300","2018-09-15 19:29:29","1","","","",""
"38301","2018-09-15 19:44:08","2","54","<neural-network><cnn><image-classification><self-study>","","2"
"38302","2018-09-15 20:02:45","2","1888","<deep-learning><keras><tensorflow><convnet><computer-vision>","","2"
"38303","2018-09-15 21:12:11","9","4202","<tensorflow><linear-algebra>","1","3"
"38304","2018-09-15 21:54:03","6","138","<python><r><julia>","","0"
"38305","2018-09-15 22:03:50","3","65","<machine-learning><machine-learning-model>","","1"
"38306","2018-09-15 22:19:26","5","","","",""
"38307","2018-09-15 23:21:36","1","","","",""
"38308","2018-09-15 23:30:41","3","","","",""
"38309","2018-09-16 00:25:17","2","","","",""
"38310","2018-09-16 00:41:08","2","","","",""
"38311","2018-09-16 00:58:02","2","368","<keras>","","1"
"38312","2018-09-16 01:13:49","1","","","",""
"38313","2018-09-16 01:18:14","0","","","",""
"38314","2018-09-16 01:55:17","1","35","<neural-network>","","0"
"38315","2018-09-16 02:06:39","0","","","",""
"38316","2018-09-16 02:12:18","-2","","","",""
"38318","2018-09-16 06:10:02","1","297","<r><svm>","","0"
"38319","2018-09-16 07:11:44","5","","","",""
"38320","2018-09-16 08:23:00","0","188","<image-classification><orange><orange3>","","1"
"38321","2018-09-16 08:34:49","13","638","<neural-network><optimization><genetic-algorithms>","2","2"
"38322","2018-09-16 09:20:39","6","106","<convnet>","","1"
"38323","2018-09-16 09:50:27","3","790","<deep-learning><keras><tensorflow><convnet><computer-vision>","","1"
"38324","2018-09-16 09:56:52","2","504","<classification><regularization>","","0"
"38325","2018-09-16 10:08:27","5","","","",""
"38326","2018-09-16 10:45:40","1","21","<data-cleaning><training><aws>","","0"
"38327","2018-09-16 11:29:15","7","4588","<deep-learning><keras><tensorflow><convnet><computer-vision>","","1"
"38328","2018-09-16 11:29:53","5","1512","<machine-learning><python><neural-network><decision-trees>","1","1"
"38329","2018-09-16 11:44:58","2","470","<python><deep-learning><pytorch>","","0"
"38330","2018-09-16 11:57:58","6","","","",""
"38331","2018-09-16 12:04:27","6","","","",""
"38332","2018-09-16 12:26:01","1","","","",""
"38333","2018-09-16 13:26:53","1","52","<pandas><plotting><matplotlib>","","1"
"38334","2018-09-16 14:11:11","2","45","<neural-network><deep-learning><multiclass-classification>","","2"
"6761","2015-08-11 12:27:50","2","","","",""
"6762","2015-08-11 12:59:07","0","","","",""
"6763","2015-08-11 12:59:07","0","","","",""
"6764","2015-08-11 17:10:07","1","","","",""
"6765","2015-08-11 19:28:29","3","99","<machine-learning><data-mining><r><predictive-modeling><data>","1","1"
"6767","2015-08-11 21:37:41","4","","","",""
"6768","2015-08-11 22:21:42","8","997","<machine-learning><python><svm><scikit-learn>","2","1"
"6769","2015-08-11 22:34:51","1","","","",""
"6770","2015-08-12 03:54:32","3","","","",""
"6771","2015-08-12 09:56:15","12","","","",""
"6773","2015-08-12 14:01:23","5","51494","<r>","1","5"
"6774","2015-08-12 14:16:42","2","1889","<python><markov-process>","","1"
"6775","2015-08-12 15:11:36","6","2567","<machine-learning><object-recognition>","8","1"
"6776","2015-08-12 16:17:14","9","741","<machine-learning><deep-learning>","2","5"
"6777","2015-08-12 19:58:32","1","","","",""
"6778","2015-08-12 23:14:17","0","242","<performance><multiclass-classification><software-recommendation><multilabel-classification>","","1"
"6779","2015-08-12 23:15:20","0","","","",""
"6780","2015-08-12 23:15:20","0","","","",""
"6781","2015-08-13 04:21:31","1","","","",""
"6782","2015-08-13 07:31:42","1","","","",""
"6783","2015-08-13 07:37:46","2","116","<feature-extraction><multiclass-classification>","1","1"
"6784","2015-08-13 07:45:45","12","","","",""
"6786","2015-08-13 13:52:11","2","726","<machine-learning><data><search>","1","0"
"6787","2015-08-13 13:59:52","23","26954","<machine-learning><classification><decision-trees><algorithms><pac-learning>","12","5"
"6788","2015-08-13 15:41:05","1","","","",""
"11735","2016-05-13 12:43:16","2","1739","<neural-network>","1","1"
"11736","2016-05-13 12:51:56","1","","","",""
"11737","2016-05-13 12:56:27","0","","","",""
"11738","2016-05-13 13:02:38","0","212","<machine-learning><clustering>","1","1"
"11740","2016-05-13 13:24:11","2","3205","<statistics><cross-validation><ab-test>","3","4"
"11742","2016-05-13 13:54:57","0","","","",""
"11743","2016-05-13 14:03:32","1","202","<machine-learning><neural-network><backpropagation>","","1"
"11744","2016-05-13 14:04:34","1","","","",""
"11745","2016-05-13 14:22:56","5","196","<machine-learning><neural-network><keras><loss-function>","1","1"
"11746","2016-05-13 14:25:47","0","","","",""
"11747","2016-05-13 14:39:51","7","32175","<python><deep-learning><cross-validation><keras>","2","2"
"11748","2016-05-13 14:42:43","0","","","",""
"11749","2016-05-13 15:19:30","1","","","",""
"11750","2016-05-13 16:35:24","1","2578","<machine-learning><r><predictive-modeling><performance><training>","","1"
"11751","2016-05-13 16:57:00","3","7640","<python><visualization><jupyter><ipython>","","3"
"11752","2016-05-13 17:14:26","0","42","<decision-trees>","","1"
"11753","2016-05-13 18:29:47","1","167","<apache-spark><apache-mahout><recommender-system>","","1"
"11754","2016-05-13 18:58:48","2","149","<deep-learning><tensorflow><language-model>","","0"
"11755","2016-05-13 19:02:52","1","","","",""
"11756","2016-05-13 19:43:10","0","130","<predictive-modeling><categorical-data><multiclass-classification>","","3"
"11758","2016-05-13 20:29:09","4","304","<r><classification>","1","1"
"11759","2016-05-13 20:55:50","5","","","",""
"11760","2016-05-13 21:56:11","1","416","<regression>","","2"
"11762","2016-05-13 23:19:08","1","","","",""
"11763","2016-05-14 00:57:30","0","123","<machine-learning><svm><regularization>","","1"
"11764","2016-05-14 02:36:53","0","","","",""
"11766","2016-05-14 09:53:14","2","","","",""
"11767","2016-05-14 11:27:55","1","","","",""
"11769","2016-05-14 14:20:16","3","387","<machine-learning><predictive-modeling><model-selection><software-development>","2","2"
"11770","2016-05-14 16:37:57","0","629","<classification>","2","2"
"11771","2016-05-14 16:43:01","1","647","<python><nlp><word-embeddings><word2vec>","","0"
"11772","2016-05-14 16:52:19","2","","","",""
"11773","2016-05-14 19:04:57","0","","","",""
"11774","2016-05-14 19:12:02","4","1493","<machine-learning><classification><neural-network><text-mining><feature-selection>","","2"
"11775","2016-05-14 22:13:12","1","998","<machine-learning><classification><feature-selection><feature-extraction><supervised-learning>","1","1"
"11776","2016-05-15 00:00:19","2","","","",""
"11777","2016-05-15 10:46:04","3","3415","<dataset><image-classification><image-recognition>","1","1"
"11778","2016-05-15 12:39:30","4","","","",""
"11779","2016-05-15 16:00:43","-2","73","<predictive-modeling><confusion-matrix>","","1"
"11780","2016-05-15 18:51:05","5","","","",""
"11781","2016-05-15 18:52:16","1","","","",""
"11782","2016-05-15 18:54:52","0","","","",""
"11783","2016-05-15 19:20:42","1","","","",""
"11785","2016-05-15 20:01:20","-1","","","",""
"11787","2016-05-16 00:17:26","0","","","",""
"11788","2016-05-16 11:36:14","10","12049","<classification><dataset><sampling><class-imbalance>","10","3"
"11789","2016-05-16 12:58:55","9","","","",""
"11790","2016-05-16 13:23:06","1","","","",""
"11793","2016-05-16 18:59:01","2","243","<recommender-system>","","2"
"11794","2016-05-16 20:25:41","1","","","",""
"11795","2016-05-16 23:29:47","-1","62","<machine-learning><social-network-analysis>","1","1"
"11797","2016-05-17 01:37:04","5","19374","<python><pandas>","4","3"
"11798","2016-05-17 05:07:59","2","793","<machine-learning><classification><neural-network>","","1"
"33184","2018-06-15 03:21:12","1","","","",""
"33186","2018-06-15 07:06:10","2","","","",""
"33187","2018-06-15 07:26:40","2","","","",""
"33188","2018-06-15 07:29:49","1","71","<machine-learning><classification><unbalanced-classes>","2","1"
"33189","2018-06-15 07:33:36","1","215","<variance><bias><generalization>","3","2"
"33190","2018-06-15 07:37:49","2","","","",""
"33191","2018-06-15 07:37:52","1","36","<machine-learning><python><time-series><multiclass-classification>","","2"
"33192","2018-06-15 07:40:04","2","238","<classification><svm><class-imbalance><hyperparameter-tuning>","1","3"
"33194","2018-06-15 07:58:05","1","","","",""
"33195","2018-06-15 08:12:41","0","","","",""
"33197","2018-06-15 08:30:32","2","","","",""
"33198","2018-06-15 08:35:17","3","","","",""
"19167","2017-05-24 05:21:39","2","606","<machine-learning><deep-learning><multiclass-classification><unbalanced-classes>","","2"
"19168","2017-05-24 05:45:10","-1","75","<dataset>","","1"
"19169","2017-05-24 05:45:54","1","","","",""
"19170","2017-05-24 06:13:56","2","4838","<deep-learning><keras>","1","2"
"19171","2017-05-24 06:33:21","7","","","",""
"19172","2017-05-24 07:09:27","1","545","<clustering><k-means><performance><evaluation><distance>","","1"
